ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emissions_kg,Column2,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_$,Column1,Delivery_Time_days,Sustainability_Score,Recyclability Score (0-1),Carbon Footprint (kg CO2)
410,Pharmaceutical,156.3774094,463.1344485,42.05751037,2444.606244,408.3416933,,763.4995971,22.85057391,1424.418668,,2,39.5,1,57
411,Apparel,139.8261216,176.0167983,43.07944969,2969.262271,811.74816,,280.9900845,27.6936102,809.7611647,,4,30.64,1,441
412,Apparel,94.72151421,436.2537546,37.66943683,2752.734662,462.8044151,,336.0487433,38.46455688,480.9756804,,10,49.32,1,618
413,Food,61.98906659,181.4982037,22.52131946,521.5575695,876.0569882,,381.5822896,36.8215128,1665.984793,,10,39.79,0,783
414,Pharmaceutical,199.453655,459.8465727,30.916791,379.4318786,221.6246642,,135.8570075,65.62640247,956.7729286,,6,71.88,1,187
415,Electronics,90.97444742,389.2828566,8.8579049,616.8687946,950.3018682,,447.5607956,41.94217744,1035.25015,,3,46.85,1,942
416,Food,95.76353462,412.2080496,34.00862546,2969.379651,257.833123,,186.3229438,21.9537782,3851.64468,,9,41.94,1,713
417,Apparel,41.08852603,58.10295002,9.783409531,2767.289949,359.9094816,,380.6792287,28.70469268,276.0227405,,13,59.09,1,769
418,Apparel,161.0138143,483.2646607,35.00352993,1245.329881,768.3826224,,345.4968516,45.63793696,2877.488604,,4,40.01,1,179
419,Food,141.7996229,377.0019464,12.25030988,3225.093295,424.0673845,,640.9880584,20.32177422,2021.414627,,10,48.5,1,919
420,Pharmaceutical,51.94622643,187.1379929,6.760013707,4118.33076,627.8008079,,662.2193581,52.8158973,2631.44,,13,59.61,1,644
421,Apparel,25.65239867,423.2275992,9.098940017,303.7369032,472.344826,,207.3890177,49.60231146,2901.585139,,2,61.19,1,272
422,Pharmaceutical,139.2948674,176.6845393,1.097614626,2540.836723,755.2514402,,356.5858312,60.02916215,1704.164933,,6,63.51,0,652
423,Apparel,134.3571307,442.7392278,36.21824127,3477.621019,266.9146898,,361.3472127,75.63932308,1616.522529,,1,72.09,0,641
424,Apparel,61.91931013,100.6611757,36.8876514,1336.328443,105.5350879,,205.9873108,73.85781928,3720.328877,,6,71.57,1,417
425,Automotive,190.6640768,366.6586899,26.23173415,1608.077436,334.9329276,,658.9174535,76.22529326,4382.129543,,13,68.81,1,600
426,Apparel,38.70099944,293.3143145,8.906777252,3106.825725,500.5932316,,595.0598298,27.13009179,1124.391836,,12,52.74,0,920
427,Electronics,92.1436122,93.44051159,5.094162538,4499.882938,209.6190496,,233.2672504,19.20957146,668.5700506,,10,59.94,0,231
428,Food,189.2870248,158.8522227,1.937319355,4068.629659,387.0574252,,356.705336,31.15936903,4509.419871,,1,54.17,1,289
429,Food,89.74819022,55.58181632,9.121660671,2957.338074,429.9838674,,174.0635174,72.65596209,1879.498226,,14,76.02,1,705
430,Pharmaceutical,131.3199301,260.9455845,44.65192121,3678.086417,104.5222515,,539.744618,78.04374322,2846.323475,,8,72.33,0,264
431,Apparel,85.54293561,185.5693673,12.83530524,1887.630104,604.1418858,,184.9603472,70.15274657,1925.807094,,5,67.97,0,445
432,Electronics,62.10088845,319.2608679,18.35929503,3240.731088,890.1262566,,790.153918,17.70124048,803.8512145,,6,33.2,0,959
433,Pharmaceutical,196.9557531,183.7570135,6.16192874,2384.289797,194.1557673,,646.4774523,76.31995986,3028.791896,,2,83.81,0,160
434,Automotive,87.7734612,184.9636002,11.89570393,1030.687069,617.9176127,,373.1669847,39.63506191,2720.676088,,2,51.08,0,646
435,Pharmaceutical,179.8788487,384.4369394,26.44200397,3538.517542,681.5022447,,504.9947526,10.65172035,1174.369084,,12,31.96,1,117
436,Pharmaceutical,53.69137512,71.66427619,30.77988147,2826.676723,448.3679464,,737.9392714,40.96756185,2368.971414,,9,49.98,0,409
437,Apparel,50.48989376,456.3027478,13.02226339,1857.245752,716.042708,,487.8694963,13.22484188,4025.348019,,3,31.87,0,563
438,Automotive,15.91547575,433.5187435,3.828875802,4565.562031,440.1949663,,222.1489405,48.07145448,3034.045295,,6,63.23,0,477
439,Pharmaceutical,133.8166968,350.5121075,20.16061059,202.5771774,529.4054236,,365.0923489,33.69878192,665.2031699,,10,51.57,1,711
440,Electronics,80.02000531,316.9497065,12.47596518,1647.288441,56.98539233,,690.2014055,43.14044535,2830.503187,,5,69.21,1,239
441,Electronics,174.2280675,451.5361242,11.75814224,378.7188491,707.1341084,,550.9491112,52.92192525,3573.143837,,14,53.4,0,996
442,Food,99.90988227,133.3985808,48.03327733,3855.983849,678.275545,,555.507069,70.81607671,4004.976348,,12,47.84,1,536
443,Automotive,193.9567513,85.53612299,31.19872381,3540.326525,86.48083346,,706.77504,56.33311035,3219.764377,,4,66.65,1,686
444,Automotive,45.24984798,157.7795765,28.28704372,1723.625872,399.837602,,725.7811402,40.38342079,932.7591898,,10,55.02,1,629
445,Food,175.0384019,407.5602254,21.37298007,3410.748221,980.0802488,,743.8548002,67.35994976,3608.83168,,2,48.51,1,495
446,Pharmaceutical,157.553402,65.60162003,22.01827234,2040.092408,449.6997344,,166.3944353,73.39074963,3451.240861,,8,67.49,1,648
447,Automotive,156.4751505,312.2630758,27.50434519,3805.643578,526.8481349,,480.8882014,18.38319765,317.2490381,,10,41.75,1,284
448,Electronics,170.5088133,497.9468823,35.12506054,2325.499947,914.4336503,,618.3566649,47.23530843,2176.388804,,7,37.78,1,253
449,Electronics,154.5945583,435.0632422,35.40515871,2120.170666,731.3987821,,629.8487916,29.91583718,1798.161185,,11,35.26,0,274
450,Apparel,128.9818611,284.6505601,9.413001478,4680.176586,602.9666246,,524.7013414,13.29428385,3413.177908,,2,37.97,1,50
451,Automotive,34.93652676,78.63840918,25.50552485,1329.307589,807.9144473,,216.7511346,56.79826866,1237.451899,,6,51.48,1,807
452,Pharmaceutical,16.1799741,424.1180815,21.18594666,690.191966,871.1479531,,658.1943878,70.39395442,3036.18523,,14,54.52,0,977
453,Food,184.9610911,319.5403287,43.65582135,2964.261255,484.0436682,,604.0779335,21.40318581,4583.388617,,8,29.55,0,857
454,Food,127.1635598,101.7198487,31.93952714,4849.67688,501.3529467,,160.2950401,66.86895603,4029.451387,,7,57.56,1,112
455,Pharmaceutical,161.3420853,92.23577817,27.09269925,1951.412147,416.7483889,,424.6668773,69.73770135,4622.997134,,1,62.28,0,490
456,Apparel,101.4892468,459.3320687,6.654337467,403.9801418,968.370833,,221.7841797,74.00383099,4896.828641,,5,55.5,0,352
457,Food,32.2885559,351.1401183,30.67625658,1762.59581,712.3079416,,336.233932,28.56995624,251.2166096,,2,40.14,1,890
458,Automotive,33.78530052,423.1790597,6.742991378,2579.065106,129.0619129,,112.6567645,73.27671456,3189.158127,,6,83.69,0,555
459,Apparel,140.2574046,445.5405051,17.5231222,893.4227325,869.8116421,,380.2309079,32.44639283,2181.629109,,7,38.76,1,266
460,Automotive,91.75812003,307.2975584,7.999256276,3324.700868,506.5319438,,484.9138448,48.66366094,4327.301554,,14,57.28,0,0
461,Electronics,48.09969807,282.8508583,34.9116087,4988.972006,115.3162111,,533.707815,13.53552296,1408.71057,,14,46.53,0,588
462,Apparel,103.4029639,243.6923346,11.10635358,2313.523432,572.2313924,,564.4432416,13.07167619,4908.941548,,7,35.11,1,999
463,Food,22.19969804,192.6259645,20.20110929,1838.169928,446.306065,,685.4039192,60.42612489,3145.798254,,3,62.45,0,253
464,Apparel,120.5745664,245.5681824,44.8880641,2063.450417,883.8619346,,250.8240351,41.11359846,4008.979531,,7,28.07,1,0
465,Apparel,61.10874684,398.2458451,11.01150279,664.2162741,243.7948734,,184.3372757,27.94046628,610.8778535,,5,61.03,0,40
466,Apparel,161.5362291,320.865544,25.88244813,4428.040647,835.141379,,696.0760203,23.32894472,1080.597847,,8,34.1,1,699
467,Apparel,68.9687722,451.6354805,21.5443114,2132.645712,579.8042566,,209.6289704,56.89674436,3840.337631,,12,54.76,0,33
468,Automotive,96.49182833,249.5210065,1.888078011,1997.644616,101.8797881,,782.3320569,10.02810808,305.5353058,,8,60.59,1,866
469,Electronics,12.20790258,323.1903104,39.84514757,3332.482337,973.2530363,,689.7767606,66.41238184,4121.014332,,7,39.83,0,839
470,Pharmaceutical,23.76490868,334.0883989,4.383249409,2265.963763,536.9844819,,450.6136241,15.54747243,266.9552897,,6,49.38,0,45
471,Apparel,84.57377572,316.263723,24.23849603,3276.343997,326.3330115,,786.9949974,23.40427304,3354.170427,,2,45.51,0,276
472,Food,101.1883786,366.1851979,28.47323645,401.0868216,495.9364999,,168.1637104,37.03654767,1952.450817,,6,48.35,1,297
473,Apparel,124.0039041,156.8450608,31.79289637,4087.244384,864.9648943,,312.1460328,43.94011178,3135.175293,,13,37.03,1,532
474,Food,65.41588995,280.5636999,34.74294984,4708.469369,339.6579682,,546.7570905,34.84965811,3540.950754,,12,46.26,0,219
475,Automotive,142.0465584,96.90116126,13.41034679,3278.950392,233.0425767,,345.0048079,32.44985155,1843.881052,,11,60.18,1,14
476,Food,173.4232555,223.0300974,1.488960056,4777.373051,172.6176846,,749.8607864,77.47412085,718.2197509,,9,91.53,1,523
477,Pharmaceutical,158.1716879,269.4501809,36.44873946,842.0183404,332.9664285,,145.9382617,54.91057769,534.3001652,,2,61.82,0,256
478,Electronics,17.52757682,343.5009168,27.24717337,2439.339328,791.0456827,,484.5882824,11.64030688,3026.892908,,1,25.14,0,752
479,Food,101.29632,477.7389737,41.96976746,3048.852996,498.0450469,,513.6063872,40.11231359,2699.145698,,11,42.93,1,623
480,Food,29.9367339,320.2929799,41.24802978,2950.509572,266.1075235,,556.9096866,71.25060898,3762.564844,,13,63.62,0,124
481,Electronics,55.98855301,384.6172623,42.32298222,2067.162718,207.8757496,,278.9663563,31.10193305,2646.730448,,5,47.09,0,131
482,Pharmaceutical,197.4658927,277.8197268,24.76963834,1756.613606,366.0930027,,355.1964993,16.61894413,2227.739792,,11,42.96,0,967
483,Apparel,37.07415315,335.3468141,17.3477914,721.4377105,942.9281542,,690.5763708,63.08693401,2110.818456,,6,52.09,0,834
484,Food,104.7887492,81.91949726,39.78635193,2019.538008,375.875377,,236.4599383,52.42096824,326.9451325,,3,58.37,0,442
485,Electronics,127.4495895,164.4762114,23.11341154,897.037994,988.7178722,,678.807493,49.92187555,1810.674568,,8,42.43,0,95
486,Automotive,143.4683444,212.8338919,9.988667624,3698.391815,510.968933,,493.858796,13.75035917,4884.896756,,7,37.78,1,611
487,Electronics,116.3332499,262.6220098,42.89372696,1123.271584,220.2057224,,633.5312578,19.83493069,4393.066766,,2,37.37,0,439
488,Automotive,11.85646101,70.54193548,44.24543396,386.9699959,896.5830872,,599.5251564,53.57845773,1781.014722,,12,38.63,1,79
489,Pharmaceutical,72.02764857,113.0108439,23.84917805,2806.594075,487.3376045,,245.2580468,24.5476689,3021.417944,,7,42.07,1,568
490,Apparel,108.3652122,174.5664385,4.709286638,3016.62569,724.1877763,,498.1689155,45.28490558,4267.024379,,1,50.5,0,615
491,Electronics,26.69463484,487.1897109,20.00347841,4372.374,984.526004,,707.406207,48.14171802,2318.116816,,9,41.9,1,487
492,Food,76.61911693,199.1061532,40.37334531,2927.209901,97.6665828,,402.4813658,29.84550332,286.197746,,13,55.27,0,645
493,Pharmaceutical,16.30859067,266.9184762,45.1869274,1792.856183,141.8598318,,776.6135392,76.38976089,557.6502167,,7,74.75,0,685
494,Electronics,24.92991446,138.2439707,10.97016438,4034.758219,734.4339044,,416.5505701,68.97248748,2649.885062,,6,62.77,0,472
495,Food,85.41542248,324.851032,4.281706989,2747.366577,317.7337531,,199.9499457,60.56614553,4853.309003,,13,69.33,0,766
496,Electronics,35.21599327,176.307447,43.9901722,488.4733947,225.0863271,,372.6042761,15.45957065,3527.405803,,2,36.33,0,353
497,Automotive,117.8327612,143.1466603,20.08084201,2872.667746,87.39378583,,766.1916845,17.42910135,540.3977189,,3,56.98,1,94
498,Electronics,140.9983441,282.4576828,27.54628725,4549.290873,70.75437639,,323.8045945,44.49469421,1108.932204,,1,66.89,0,836
499,Electronics,162.1114728,52.47760962,48.43522479,2041.931865,785.761323,,707.6687119,21.24993444,3902.351087,,10,19.87,0,485
500,Electronics,48.02854641,53.44881469,4.261671668,1551.996429,177.711756,,716.8754772,78.47858245,4238.910848,,13,83.73,0,257
501,Pharmaceutical,41.82169063,148.5809641,32.76758237,803.0003394,494.3345852,,345.130567,21.09641638,3164.934014,,5,36.28,0,681
502,Electronics,29.86788966,66.52461313,4.631165706,842.0830575,625.6019744,,158.2803606,44.12274848,3293.231214,,9,54.85,0,357
503,Food,130.9217474,98.61158936,19.39797749,2220.580273,456.9342105,,607.1905364,35.48847398,336.0197618,,13,55.6,1,995
504,Automotive,144.230388,202.4872922,40.38691271,3018.831138,75.75131972,,318.0586093,54.7570495,4176.945246,,6,60.6,1,243
505,Automotive,16.00136752,411.1635558,22.24013941,495.0154853,794.3264275,,648.04653,19.03254862,3983.720999,,5,28.82,1,295
506,Electronics,187.8803268,307.4218895,49.86193534,4703.886086,59.98756331,,409.8583938,40.12214996,1443.368692,,12,55.43,0,482
507,Pharmaceutical,19.87454389,280.7004767,28.39390496,3800.154725,773.7953997,,439.6867196,29.2293523,3601.648256,,3,32.84,0,487
508,Pharmaceutical,112.8463037,182.0699704,16.73694548,2974.4572,898.6392691,,644.5365847,72.14260673,1231.302111,,5,59.95,1,783
509,Food,144.7214987,469.2891737,11.78545497,4159.349488,461.197925,,367.6543317,12.84099985,393.584773,,8,47.08,0,132
510,Electronics,175.4841335,228.6567686,18.17550618,492.9151084,558.7653494,,410.1891417,73.96092458,1165.455404,,12,70.62,0,39
511,Automotive,145.6765171,89.19174506,19.25413041,2436.510501,503.134223,,363.3333281,68.3095897,1057.418608,,2,69.24,0,491
512,Pharmaceutical,162.3283358,327.6799323,4.366970208,3187.456322,419.7481877,,357.1383607,30.82995015,1821.190384,,5,57.43,0,989
513,Electronics,74.49553658,101.2272771,19.10913577,4160.39924,893.0533086,,468.1626038,65.25034583,2208.557586,,6,53.77,0,447
514,Pharmaceutical,164.8167716,205.3504143,23.74768747,3939.000844,899.2368351,,666.1596112,12.18494922,2640.986679,,10,24.33,1,621
515,Pharmaceutical,25.22182081,278.3353724,36.41414986,1457.639324,369.0255464,,353.2378183,77.68058852,2488.418602,,8,68.23,1,104
516,Automotive,180.0151647,443.4001361,33.17974475,4710.312831,634.3162663,,466.9783044,46.86164598,1499.238109,,8,48.13,0,269
517,Apparel,114.0425515,272.0959612,35.72951711,709.294623,930.562184,,569.5091278,31.22967182,340.0192092,,5,32.73,1,747
518,Food,165.2865763,366.0164447,1.409820412,4388.154731,963.955574,,288.6076124,35.38082488,3104.487787,,9,42,0,132
519,Food,95.94047406,496.7675775,11.66570258,4857.607223,533.5110884,,294.2659634,14.64837474,2099.575183,,4,42.45,0,858
520,Automotive,132.2797621,109.170104,33.42253013,968.0522638,480.183565,,753.3891889,79.25446598,1633.626355,,12,68.59,1,625
521,Pharmaceutical,110.0165056,173.6291865,24.71547904,3638.123715,314.7596001,,606.4742013,12.75043616,4361.317006,,9,38.32,0,814
522,Electronics,149.0020091,227.559234,1.260360308,297.399042,960.9282795,,504.0306734,55.84349862,3784.367877,,11,51.02,0,956
523,Pharmaceutical,25.50969659,239.8226803,40.42023748,2086.571843,185.6735892,,553.4040381,40.99151494,4317.274632,,7,50.12,0,480
524,Automotive,21.46689596,234.9594839,38.86766909,2629.788166,600.8380972,,120.5096102,76.42413527,2575.917415,,6,59.49,1,353
525,Food,56.94961446,458.4249512,27.87253899,2945.161607,318.4227541,,532.6720759,27.21998182,828.4700102,,4,51.25,1,874
526,Pharmaceutical,40.31348922,371.31469,4.256702963,4686.092516,315.0578758,,456.6562113,47.24607768,3541.862893,,2,65.38,0,312
527,Food,175.6388777,323.5573463,38.55923743,3394.028368,434.720158,,482.0247758,43.7649346,1189.154144,,8,51.04,0,190
528,Electronics,51.6506576,189.217723,29.6019658,2458.261961,998.853289,,351.5966788,59.20065108,2317.902412,,6,43.16,1,689
529,Food,195.4143986,420.7056729,39.31603888,4067.407678,102.2179915,,157.0317284,14.76071624,512.003787,,12,47.56,1,207
530,Food,74.01020044,479.7772302,37.83560263,4757.610823,599.6147273,,235.3374635,23.5652391,4161.480332,,3,30.34,0,955
531,Apparel,44.60240398,419.5392271,40.34710153,208.1241285,128.4435501,,765.5212992,25.01953741,804.515077,,7,50.91,0,526
532,Apparel,160.0427164,50.70429734,26.38239525,4914.354234,196.7947885,,386.0896936,61.67055284,4534.868034,,10,65.31,0,720
533,Apparel,135.1544773,336.3806166,7.875901391,522.0474814,467.5847947,,426.6782091,23.23970874,4348.306891,,7,45.75,1,38
534,Food,104.6571861,73.01092165,33.8867162,4090.495218,534.9371248,,136.8968529,50.14442347,2429.997269,,6,50.61,1,689
535,Automotive,115.5190747,165.9232492,31.40321547,1473.640288,295.8527879,,126.2963607,25.06706744,3772.967381,,2,43.55,1,528
536,Food,146.6483379,76.78611516,37.37040617,747.680323,350.6342743,,602.0270129,70.31374651,3173.336354,,8,63.34,0,125
537,Automotive,53.40640085,321.7079538,9.324169296,2255.292635,132.6186692,,476.6662649,75.95298181,4054.763083,,1,82.16,1,755
538,Automotive,199.3034441,358.9654611,10.5537848,3255.387239,338.0587947,,456.094189,46.29450825,2272.664484,,13,64.24,0,516
539,Apparel,195.2107008,101.5194371,44.63006634,1966.664041,968.2305174,,270.1871713,34.66162189,3971.880724,,1,22.49,1,18
540,Pharmaceutical,133.5618804,222.7274974,37.74891212,367.3705006,947.4720126,,621.3255121,26.38404425,2419.792722,,6,24.83,1,28
541,Electronics,47.91306568,255.306429,45.50319595,3037.359584,368.1343756,,217.7656054,13.48467011,4716.635782,,5,28.06,0,89
542,Apparel,139.2433661,216.0738598,38.17705074,4521.776053,592.3112395,,232.9543206,28.79500533,2534.586084,,9,36.29,0,354
543,Apparel,23.71769771,104.4612502,30.26060999,1977.755293,914.1156216,,422.4985199,55.7965046,2420.572505,,13,43.53,0,419
544,Pharmaceutical,15.82397542,238.5265056,33.05250411,1160.03061,55.87463151,,300.3959035,47.35318519,3968.344936,,12,60.84,0,227
545,Electronics,58.95974882,388.0301215,44.56726827,2268.628995,820.1493918,,273.2240869,76.08288948,4143.57292,,7,47.32,1,192
546,Food,97.89836178,81.95344904,29.36153097,336.9772841,950.9510751,,551.6663512,37.73940837,2861.547749,,2,32.87,1,950
547,Food,174.971776,86.08100634,31.98717489,4120.389164,136.7594476,,555.6802217,58.57043396,1063.029505,,13,70.26,1,262
548,Apparel,148.1621233,209.6470813,8.667359084,4149.069974,203.3753017,,677.1619489,44.25259232,2445.239509,,12,67.67,0,767
549,Electronics,151.114239,473.7765702,24.22213979,2981.202271,962.7089876,,392.3959969,45.88033511,4846.748014,,7,34.68,0,450
550,Apparel,90.84373355,350.857691,36.10345849,1830.204156,560.6631365,,151.1595637,28.74420202,3814.333727,,3,35.48,0,573
551,Automotive,75.72764858,355.4014805,14.27619222,4018.938486,63.48680275,,291.5664694,41.84655438,4093.580499,,1,65.12,0,706
552,Apparel,80.49736497,212.8639959,10.91045485,2817.966421,294.7503988,,786.0038242,42.95494979,357.5623943,,11,67.56,1,250
553,Apparel,197.6534171,317.147356,16.3775136,4147.068312,477.4464906,,517.3810027,59.46497652,2445.725421,,8,63.97,1,794
554,Food,17.62074637,54.55903281,12.83353077,3194.148084,708.2634655,,596.8159594,75.84479994,3303.781442,,14,64.93,0,4
555,Food,174.7359843,336.2432209,11.53071921,3943.586819,746.5023592,,105.1504807,33.05248942,4184.156881,,12,41.15,0,963
556,Food,119.9483276,460.9791264,21.8176913,3032.958667,995.6504373,,462.7440125,12.9540328,436.5135372,,3,27.01,1,152
557,Automotive,93.33692965,325.6580608,45.48408718,2129.291234,323.1356394,,126.2700603,44.74065879,4291.706651,,11,45.9,0,244
558,Food,147.7989555,443.1643671,25.84592269,4793.934714,561.3090968,,498.4611485,48.11229325,2832.324496,,8,51.21,1,407
559,Electronics,102.4670989,375.787875,10.20809866,2751.457742,556.6573705,,744.5395947,21.79083858,1147.107059,,7,47.82,1,222
560,Pharmaceutical,175.9504152,104.2512874,4.7716118,3064.938641,435.3629965,,777.8933914,63.23252244,1722.825039,,12,73.2,1,883
561,Electronics,181.1333542,456.1039883,35.11165111,1180.389433,210.7037992,,478.3868728,78.94503759,1553.261848,,2,76,1,813
562,Electronics,90.12697611,79.89972996,19.75713946,3165.688868,978.583735,,420.7433637,76.20423019,2748.123365,,13,55.35,0,274
563,Food,62.59728147,290.2853626,41.26971638,2900.877482,860.6513273,,761.511966,23.79742272,448.0912636,,14,28.68,0,93
564,Pharmaceutical,122.5465624,113.9617057,33.31602766,1005.70815,523.4163769,,571.5268824,71.27542679,960.9735608,,14,64.69,1,981
565,Pharmaceutical,183.3490357,55.26797483,40.01583108,391.976777,623.0831515,,145.4294957,59.31455455,4100.926608,,1,46.76,0,587
566,Pharmaceutical,50.02581591,239.9154171,14.32535593,3061.360667,265.8980009,,426.0079044,41.76925947,836.4991556,,7,65.5,0,22
567,Automotive,128.3636509,182.7683184,34.9255872,3842.09212,566.5977169,,268.1715129,47.8427696,1320.302093,,13,50.31,0,254
568,Food,129.9964418,268.7002222,13.93903725,2664.666718,710.2216265,,428.863025,69.47201225,2376.178907,,1,63.1,0,339
569,Pharmaceutical,149.2914743,309.739949,47.01435549,1211.185864,539.408677,,418.8259004,43.60944577,2682.180263,,6,41.45,0,128
570,Automotive,34.99786017,69.68258254,32.1823398,3365.957686,990.7709121,,507.501362,36.12451584,3865.330302,,13,27.74,1,540
571,Apparel,146.0067433,105.3514828,16.90107821,492.5180604,630.7745734,,349.7393432,44.52732451,2347.195648,,11,51.89,1,112
572,Apparel,182.7161789,301.3890784,14.20608125,2264.985154,402.425027,,214.9893146,50.53908628,3991.350181,,10,59.53,1,252
573,Automotive,44.13979069,204.4253089,10.35540267,900.4971162,783.5444262,,452.6036042,23.23543576,3168.062274,,11,37.63,0,925
574,Automotive,55.13323174,378.1280694,35.03740699,1003.84935,211.939386,,681.142019,73.06354112,742.8787492,,10,74.67,0,727
575,Food,194.5650679,343.5312419,11.71706504,1091.240351,415.290023,,564.8085596,57.19308642,950.3909043,,8,69.55,0,425
576,Food,44.38562101,430.5219633,30.16986003,1994.86458,379.6110029,,336.8575061,54.32882421,2297.761882,,7,59.11,1,17
577,Apparel,172.3331677,361.621772,13.96711632,350.6360075,460.2167404,,754.8661159,16.96473583,2105.069087,,4,44.88,1,346
578,Pharmaceutical,103.5327927,243.4689848,33.43647829,2049.187861,792.6908346,,738.5452999,52.29217567,3769.012494,,1,41.45,0,517
579,Apparel,56.97390414,352.8349801,40.9320467,2607.366491,509.9643806,,246.5438796,18.46724636,2987.538271,,1,31.59,0,592
580,Pharmaceutical,175.4424812,173.9215284,39.12323691,2468.141996,804.3137278,,127.5923096,15.50883726,2063.038789,,4,23.85,1,860
581,Pharmaceutical,94.60799845,187.8410745,38.28171522,1975.642092,597.664458,,618.9160958,46.91176269,1019.649361,,5,48.17,1,613
582,Food,107.8152972,405.043322,10.19839788,4211.81838,374.9659629,,679.3271829,38.19498738,1288.818091,,12,61.19,0,555
583,Electronics,78.25434019,250.8887824,5.330862402,812.1007929,819.4798065,,777.5051962,51.21671891,2962.404889,,7,52.97,1,884
584,Electronics,122.6606618,409.2711532,35.2484926,2577.914045,276.375187,,722.8854759,16.24555176,2232.506264,,14,41.27,0,935
585,Automotive,41.06953579,420.0900682,19.04901348,404.0029431,263.1638308,,520.3743377,40.1688144,2671.652043,,4,59.23,1,313
586,Food,84.30549196,435.9030519,22.18496509,448.6628265,529.2777779,,471.0366374,22.23507005,1019.251689,,10,44.33,1,551
587,Pharmaceutical,194.1883412,462.4858561,2.526305547,2911.942663,297.8067837,,119.4887359,79.09700601,3381.950011,,14,82.84,1,958
588,Electronics,59.04535221,243.9433492,13.71924601,2873.490282,58.6326832,,272.6595128,49.28051487,4292.185956,,12,68.81,1,174
589,Pharmaceutical,134.7799663,193.4900682,2.65014379,4402.364213,665.8826509,,421.7303262,58.12058027,1438.109633,,1,65.15,1,234
590,Electronics,71.7861122,311.989436,44.08010286,2833.581011,535.5391304,,539.9527301,32.77927965,2559.268284,,11,37.57,0,3
591,Electronics,156.9598939,217.0275905,12.92643748,4802.976,473.2419238,,490.0762833,16.63172403,4882.531179,,10,39.18,0,170
592,Electronics,34.86599554,320.4833751,28.30952131,338.6047572,968.6200889,,619.8451928,78.31096039,1799.560355,,7,55.17,0,117
593,Food,194.2659986,367.5136382,2.909986712,580.2376554,592.6392248,,295.8368516,30.03813248,3056.222456,,2,49.96,1,891
594,Apparel,96.22001286,359.7822583,33.67552217,315.9227217,870.2599989,,495.4668254,39.66657296,632.939361,,13,38.99,0,90
595,Pharmaceutical,54.84958804,218.5487992,16.82833994,1007.856567,182.4777244,,161.6995704,55.49047452,3108.872012,,11,69.32,0,418
596,Food,23.96438199,125.0870908,44.99804016,2752.223544,590.74614,,389.5658665,11.72881084,630.2325119,,2,28.88,0,704
597,Food,42.25400197,243.7382023,44.51779126,3263.303689,874.5806454,,625.1125831,66.71813914,4804.33009,,8,39.71,0,465
598,Food,108.7570502,114.1673648,16.9392403,323.3672739,603.9504694,,585.3805974,47.5604733,3635.18073,,12,51.62,1,786
599,Food,74.03060352,450.5436658,45.14708389,4735.25736,732.1134692,,793.449916,29.47520309,3983.166983,,10,26.75,1,477
600,Food,167.4878395,205.6448573,49.811726,4226.610346,403.4413894,,294.5237882,14.31255897,3579.700932,,10,27.97,1,120
601,Automotive,91.8686295,119.5068863,41.44536754,1553.401163,137.8270412,,448.7325094,21.37488908,3030.699373,,10,43.91,1,632
602,Pharmaceutical,57.25571179,61.45149196,42.39869604,478.2188981,485.0052804,,330.6712896,72.65237012,2359.581349,,5,60.1,1,634
603,Food,127.2575475,340.6200738,13.20142807,932.4466588,424.7554213,,408.4221798,58.02169568,4320.192223,,10,62.35,1,783
604,Pharmaceutical,144.2876712,336.6060429,29.25841754,722.0276274,873.7071733,,699.8650909,27.49312051,4792.811204,,2,26.25,0,405
605,Automotive,41.7379625,203.271875,4.295539784,704.0905186,281.7955372,,578.9463526,14.59205355,2595.37363,,5,51.93,0,995
606,Automotive,41.84765109,82.27034998,5.650978904,2640.952274,968.3975162,,717.7088339,58.34307187,4671.368236,,8,48.52,1,18
607,Pharmaceutical,16.96757112,234.3330027,49.94573799,1304.652468,960.2312138,,242.4577758,50.06854082,2999.997968,,6,30.25,1,150
608,Electronics,149.9163829,190.0478728,17.00532322,1854.884611,285.2500609,,711.3527825,38.31636671,2784.244097,,3,58.23,0,985
609,Apparel,136.1228602,354.7042879,37.66101169,4948.576134,380.6493577,,141.8335919,35.45280144,2381.517118,,8,46.48,1,300
610,Electronics,100.1798664,322.6006623,40.5265876,3453.13982,900.7779538,,722.0194963,25.17699932,1204.581255,,14,26.95,0,436
611,Electronics,170.3923853,214.0671777,43.04314028,4750.005269,968.2911099,,330.3516456,56.87278796,217.8543719,,9,41.73,0,972
612,Electronics,163.0773291,148.0516494,49.88378657,798.5271197,471.2671477,,320.2113434,77.94676195,1359.229889,,5,62.16,1,717
613,Food,121.2173292,494.6161848,12.83332778,1972.483427,354.9471934,,458.4620037,22.30006721,2646.671224,,13,50.07,0,507
614,Automotive,174.9715433,254.3007295,2.977190516,2818.185836,549.7893126,,758.4831314,51.7981634,2023.807771,,2,64.17,1,821
615,Electronics,49.10982991,359.7234061,21.14838438,476.1145033,703.380746,,133.4469553,39.6929539,2352.729094,,2,45.58,0,888
