company_id,company_name,industry,employees,annual_revenue,energy_consumption,water_consumption,waste_generated,recycling_rate,renewable_energy,transport_emissions,carbon_emissions,sustainability_score
506,Company_0506,Retail,130,9554541.13,598515.17,48040.35,82.69,63.86,79.81,315.94,350.54,51.8
507,Company_0507,Manufacturing,245,9189888.48,726722.96,28911.28,334.86,40,97.78,298.14,407.44,46.95
508,Company_0508,Healthcare,377,15743426.79,223145.65,31650.35,580.25,58.69,65.63,295.29,305.25,40.56
509,Company_0509,Construction,47,2711062.44,79952.56,39296.26,255.79,62.34,27.52,260.67,199.93,48.93
510,Company_0510,Logistics,342,9043732.72,650115.74,13432,702.27,51.22,79.94,862.7,778.63,16.93
511,Company_0511,Logistics,309,18692048.72,140237.23,25049.44,993.62,75.48,23.79,442.98,437.14,26.46
512,Company_0512,Technology,32,12916769.73,609277.47,6241.72,171.76,43.89,30.14,747.42,611.49,24.6
513,Company_0513,Hospitality,354,14171034.53,390179.87,7684.92,870.93,11.01,92.72,451.58,485.56,30.75
514,Company_0514,Manufacturing,54,18370700.39,517190.84,47831.09,434.63,88.03,85.84,338.29,392.12,50.12
515,Company_0515,Hospitality,241,15508390.1,604290.91,36848.52,590.78,26.57,33.74,691.83,651.19,13.92
516,Company_0516,Manufacturing,430,1545448.71,340774.04,26500.58,687.07,39.88,72.53,255.64,340.96,40.03
517,Company_0517,Manufacturing,485,11963943.93,717294.23,11232.82,601.39,20.35,95.78,90.95,312.01,39.89
518,Company_0518,Logistics,463,2394732.72,163725.13,15081.15,662.18,16.44,45.34,995.27,722.03,10.72
519,Company_0519,Technology,136,3406927.43,77717.71,38966.74,385.89,38.28,6.01,955.83,645.52,13.08
520,Company_0520,Construction,480,4173248.46,326254.87,32451.42,112.89,55.95,43.13,615.9,465.91,37.32
521,Company_0521,Healthcare,57,890245.71,74921.62,36513.48,778.35,11.6,49.77,654.6,528.23,12.09
522,Company_0522,Hospitality,141,3201827.98,277268.08,19870.85,8.69,70.15,77.1,480.75,350.99,57.58
523,Company_0523,Retail,281,4671767.47,319850.62,34618.43,780.93,20.3,53.53,991.64,785.42,4.78
524,Company_0524,Manufacturing,328,19940912.77,524718.04,18585.09,854.08,38.91,84.12,761.65,710.48,17.38
525,Company_0525,Manufacturing,500,7806440.77,168982.47,34946.17,896.98,63.6,35.93,89.44,217.8,43.34
526,Company_0526,Logistics,23,4023235.83,581396.45,29850.8,491.79,15.35,54.06,311.19,395.15,32.09
527,Company_0527,Construction,499,19917505.83,48893.29,3274.7,788.84,13.64,11.82,808.07,602.04,5.4
528,Company_0528,Logistics,384,11671045.1,741356.33,2325.44,145.88,65.58,47.12,918.43,757.36,28.14
529,Company_0529,Logistics,12,3610530.38,58967.24,15713.2,794.73,48.78,17.07,593.09,473.45,18.07
530,Company_0530,Construction,309,16023669.4,192046.57,40320.45,429.08,78.98,98.22,680.01,513.89,53.09
531,Company_0531,Logistics,169,16761256.43,638619.3,38329.28,595.12,38.52,12.07,145.53,327.94,30.17
532,Company_0532,Logistics,229,5024163.27,473948.93,7101.86,792.1,63.74,37.61,161.96,316.89,33.52
533,Company_0533,Manufacturing,96,18537511.73,571258.17,29889.66,287.31,68.95,79.22,478.63,470.55,42.39
534,Company_0534,Healthcare,272,9118298.79,206617.93,9140.17,693.22,60.68,71.72,613.99,522.27,38
535,Company_0535,Healthcare,183,8491960.23,455014.11,9999.19,986.67,93.03,61.89,863.42,760.07,25.37
536,Company_0536,Construction,399,12603992.05,182324.79,3126.92,117.12,22.68,84.38,911.93,600.36,27.66
537,Company_0537,Manufacturing,32,12968244.56,242350.33,22016.25,337.62,78.44,75.84,48.1,125.28,68.54
538,Company_0538,Logistics,85,15752741.96,398347.89,6245.22,895.6,71.32,59.27,329.34,427.56,38.88
539,Company_0539,Technology,122,15623710.52,274383.14,5354.17,739.06,83.94,37.55,224.56,304.77,43.86
540,Company_0540,Hospitality,79,4480070.21,495358.17,9314.01,376.62,48.91,19.42,361.8,392.02,30.16
541,Company_0541,Manufacturing,359,11459583.49,238871.24,5999.91,468.21,45.55,76.03,223.75,258.3,44.39
542,Company_0542,Logistics,300,19408689.67,686903.14,4780.48,857.69,51.58,99.57,593.62,639.81,27.89
543,Company_0543,Hospitality,381,17477449.73,213308.53,21995.31,226.29,88.84,94.63,914.19,617.82,46.59
544,Company_0544,Manufacturing,25,19827215.37,592111.52,25458.71,428.57,43.52,80.97,698.17,629.26,30.21
545,Company_0545,Retail,290,15110958.1,560664.67,20627.59,221.92,40.46,23.91,998.96,772.51,15.19
546,Company_0546,Logistics,365,9293800.17,464897.02,29391.18,976.54,49.42,13.86,704.62,681.78,12.55
547,Company_0547,Construction,365,12741365.6,691098.47,3999.58,893.97,38.3,3.27,428.77,558.74,15.58
548,Company_0548,Agriculture,408,13756370.59,503955.07,17116.89,932.58,53.75,91,367.17,485.15,34.55
549,Company_0549,Construction,321,1009311.83,305817.74,32584.55,706.35,57.66,77.36,142.71,261.33,48.39
550,Company_0550,Construction,382,18795129.06,472493.12,47975.63,213.75,73.33,22.54,355.95,358.41,44.05
551,Company_0551,Healthcare,32,1454709.77,289276.73,24568.23,529.05,20.43,70.98,679.92,548.97,23.16
552,Company_0552,Technology,414,13531468.3,560714.01,48915.18,883.71,26.01,88.4,91.87,320.04,33.92
553,Company_0553,Retail,60,3462371.09,107379.17,7823.73,154.75,27.36,95.21,27.58,58.27,62.86
554,Company_0554,Logistics,247,7064664.89,366210.84,32411.88,295.06,15.35,87.18,236.17,258.56,46.1
555,Company_0555,Hospitality,301,6987291.08,523919.96,16652.17,595.39,69.23,84.19,448.03,483.02,38.87
556,Company_0556,Healthcare,92,15827500.58,196889.91,18909.16,291.71,81.87,14.83,287.96,246.63,48.64
557,Company_0557,Logistics,369,10799270.37,162178.8,9180.29,709.57,86.9,79.45,165.45,243.91,61.49
558,Company_0558,Logistics,230,5356062.51,163907.33,28343.12,39.52,36.94,34.38,376.05,261.74,39.16
559,Company_0559,Healthcare,67,18424592.72,335558.62,25221.14,149.66,48.93,32.02,9.27,97.13,56.67
560,Company_0560,Technology,336,14167936.86,389650.33,14846.45,944.29,93.36,57.37,151.35,318.56,51.15
561,Company_0561,Construction,178,13845110.23,590679.61,45058.64,143.73,56.83,30.81,404.62,395.18,38.27
562,Company_0562,Retail,172,1289666,520223.87,29379.86,226.03,89.53,27.79,27.44,169.66,56.09
563,Company_0563,Retail,267,8009587.54,402562.98,30357.01,514,14.76,66.68,400.57,403.76,29.69
564,Company_0564,Hospitality,195,441377.66,289037.77,15750.22,448.35,57.69,21.57,888.37,657.7,19.4
565,Company_0565,Construction,152,3443048.81,587840.52,44937.32,729.96,45.21,83.55,599.95,613.55,26.24
566,Company_0566,Technology,38,18676429.31,480729.54,19100.73,11.59,64.3,27.33,179.02,220.09,51.07
567,Company_0567,Logistics,107,3882927.08,317780.24,27916.41,47.02,80.23,83.46,307.39,259.75,62.81
568,Company_0568,Manufacturing,410,248444.16,224888.08,47823.32,835.07,50.17,65.38,893.22,709.07,19.65
569,Company_0569,Agriculture,19,2563222.34,236229.29,49719.48,71.39,73.37,58.11,567.75,393.05,50.7
570,Company_0570,Construction,360,16401959.73,311097.73,36781.38,22.46,32.06,58.17,150.41,162.17,53.19
571,Company_0571,Technology,88,1247188.9,301707.49,31994.23,955.38,14.14,29.17,640.75,601.65,4.28
572,Company_0572,Logistics,396,2071271.32,607050.24,27413.76,873.08,80.28,68.5,304.57,451.76,42.15
573,Company_0573,Retail,278,11684923.5,662185.56,1138.43,520.58,41.71,48.49,343.61,431.58,28.06
574,Company_0574,Logistics,262,4578047.33,166965.09,44904.31,615.36,80.67,52.57,534.44,443.69,43.37
575,Company_0575,Retail,218,9317728.9,79592.25,41032.81,923.79,50.76,31.16,365.76,361.58,33.19
576,Company_0576,Technology,93,14255918.68,42432.44,40821.42,226.25,82.83,14.24,230.44,180.3,48.01
577,Company_0577,Retail,222,13878199.11,631543.18,4347.9,775.82,74.37,4.25,112.28,325.77,33.59
578,Company_0578,Manufacturing,245,2554659.92,217349.73,3779.24,669.25,74.14,78.24,920.5,702.92,34.68
579,Company_0579,Logistics,348,7160366.6,90807.86,42370.15,942.14,90.65,34.78,164.75,252.86,47.48
580,Company_0580,Agriculture,263,11490660.07,97302.43,29117.62,18.91,28.44,19.15,285.45,180.4,42.05
581,Company_0581,Retail,478,4437504.65,413272.31,35533.93,369.63,60.1,43.97,957.96,729.92,21.25
582,Company_0582,Hospitality,222,4442625.21,197492.29,6085.85,984.69,20.51,11.03,140.23,265.97,23.77
583,Company_0583,Manufacturing,47,6696685.07,110263.63,14538.77,602.39,36.52,97.62,446.74,374.89,40.29
584,Company_0584,Hospitality,101,17164120.24,717908.62,40220.6,939.39,41.23,1.28,675.79,712.42,2.16
585,Company_0585,Retail,66,3038677.72,332486.94,29732.58,106.21,88.65,97.79,69.39,121.18,72.72
586,Company_0586,Hospitality,67,4810818.85,351269.28,25205.95,765.99,75.11,59.36,757.52,641.21,33.45
587,Company_0587,Technology,248,13400204.8,761108.28,49382.4,513.86,22.53,45.46,126.58,333.52,28.93
588,Company_0588,Logistics,20,2172147.13,61224.89,3877.32,679.72,92.63,38.26,680.81,522.7,37.4
589,Company_0589,Retail,394,1715041.73,606255.6,38494.82,793.77,27.16,66.21,492.8,561.08,20.49
590,Company_0590,Manufacturing,492,15326505.15,792755.02,44066.22,123.54,48.26,85.29,445.34,483.2,40.19
591,Company_0591,Healthcare,457,14179972.23,403354.09,7157.17,717.14,51.43,10.94,676.65,601.2,17.87
592,Company_0592,Construction,248,11332657.14,141922.55,3258.99,267.07,60.24,37.78,678.11,467.08,33.77
593,Company_0593,Manufacturing,19,11891175.62,119994.49,18637.3,810.51,59.64,76.52,627.03,520.18,33.36
594,Company_0594,Technology,215,7155131.36,535767.2,12756.89,649.84,60.37,91.04,70.17,267.42,50.18
595,Company_0595,Manufacturing,280,6657113.39,379509.32,43236.74,570.21,86.62,26.66,697.48,587.14,35.36
596,Company_0596,Hospitality,297,7927955.65,466580.14,40512.17,104.56,67.38,33.6,505.25,420.18,39.64
597,Company_0597,Healthcare,191,19394669.5,177371.73,31954.49,974.24,16.4,85.03,218.01,315.98,31.1
598,Company_0598,Hospitality,416,4672542.35,599452.66,5051.91,844.97,18.05,33.68,71.93,303.74,25.25
599,Company_0599,Agriculture,182,15953904.64,528198.71,15441.43,805.11,46.8,53.99,204.08,367.22,35.32
600,Company_0600,Construction,348,15316155.86,160868.66,1420.86,704.81,83.33,57.68,216.89,256.83,53.14
601,Company_0601,Construction,142,18755825.93,435521.08,30913.9,770.27,46.87,56.61,628.62,591.15,22.5
602,Company_0602,Logistics,128,3179358.55,554539.18,15363.65,438.21,37.09,83.02,69.11,241.76,47.44
603,Company_0603,Healthcare,335,3379569.34,555746.82,12188.43,242.29,22.75,2.77,798.06,647.91,10.67
604,Company_0604,Hospitality,221,13009056.61,48862.91,8388.25,140.75,31.96,80.35,660.38,426.04,44.52
605,Company_0605,Construction,405,594193.08,690475.52,4654.51,603.59,83.71,90.06,409.97,501.87,47.88
606,Company_0606,Retail,208,18874610.41,584902.87,7457.73,116.37,72.43,93.29,524.35,461.71,56.72
607,Company_0607,Healthcare,259,17714384.27,205699.95,6552.7,807.65,37.99,58.43,393,393.41,28.78
608,Company_0608,Hospitality,116,3056702.59,156620.32,48511.21,442.28,31.62,58.95,492.91,393.75,38.97
609,Company_0609,Technology,284,8590870.07,552535.99,48184.11,880.04,89.64,36.3,717.09,683.97,19.68
610,Company_0610,Manufacturing,435,14841104.35,643174.23,3206.28,917.87,67.09,25.3,387.77,518.36,26.45
611,Company_0611,Retail,278,17365668.12,688964.77,19729.32,910.24,43.4,97.8,259.26,462.53,39.13
612,Company_0612,Agriculture,157,4365652.53,714392.45,45836.59,633.2,84.75,76.67,409.26,518.46,46.35
613,Company_0613,Construction,246,14791450.94,742667.83,16969.75,425.25,88.08,10.04,164.54,342.96,37.23
614,Company_0614,Hospitality,313,14638785.57,447227.63,16675.03,696.73,74.77,64.14,187.82,320.14,48.22
615,Company_0615,Manufacturing,210,4161491.3,258327.08,29002.56,115.27,31.22,71.36,768.77,530.15,30.43
616,Company_0616,Hospitality,410,18800480.78,372162.12,43738.54,137.84,24.75,59.3,330.94,306.64,36.84
617,Company_0617,Technology,98,7991184.77,314309.62,41816.61,572.54,11.76,2.3,560.74,488.66,9.1
618,Company_0618,Retail,241,4125670.81,566983.7,8853.42,404.03,46.46,26.02,93.62,251.16,43.68
619,Company_0619,Retail,12,14427951.79,359423.81,46039.46,456.44,67.26,11.85,715,583.51,27.92
620,Company_0620,Healthcare,152,14979571.98,318017.34,21849.78,210.57,28.32,82.41,728.07,544.14,30.53
621,Company_0621,Logistics,19,5945820.64,224203.58,31075.17,907.79,41.42,68.43,460.87,468.53,25.6
622,Company_0622,Technology,359,8071583.37,185529.78,19483.03,426.17,60.76,7.31,559.21,444.79,33.4
623,Company_0623,Construction,470,7215173.33,492972.08,33704.18,803.24,70.31,80.99,10.33,239.84,50.55
624,Company_0624,Hospitality,348,7543844.02,775085.09,28198.24,582.58,32.12,50.37,930.68,822.01,6.04
625,Company_0625,Technology,368,10702391.26,130600.67,6283.68,48.94,20.87,87.17,835.63,526.41,39.98
626,Company_0626,Healthcare,467,17563340.43,498086.63,38197.41,267.44,36.61,89.27,318.97,336.13,49.49
627,Company_0627,Logistics,289,17090066.49,532787.19,40011.9,57.96,22.63,22.99,40.68,161.09,43.54
628,Company_0628,Hospitality,64,19904994.52,743220.95,2519.19,359.74,70.27,48.52,495.52,520.16,40.44
629,Company_0629,Retail,183,2052841.99,697175.03,9442.42,172.45,53.24,27.28,891.44,723.31,21.28
630,Company_0630,Manufacturing,274,15383583.07,160843.7,46060.45,249.93,52.34,9.43,332.01,271.22,43.1
631,Company_0631,Retail,206,7596454.53,744735.79,5750.46,326.92,12.45,46.02,709.17,651.13,16.96
632,Company_0632,Healthcare,309,13228524.8,276953,2670.43,624.25,48.51,94.74,999.82,744.63,29.01
633,Company_0633,Logistics,113,17292921.11,645215.21,14506.22,799.16,73.22,54.72,604.28,641.89,24.72
634,Company_0634,Agriculture,499,15463374.24,331155.46,1515.35,212.18,43.02,40.24,648.93,484.89,28.45
635,Company_0635,Healthcare,256,16061788.34,593993.64,46124.14,904.22,61.3,35.9,100.63,337.16,31.34
636,Company_0636,Construction,458,7884172.62,229413.93,30216.87,94.77,45.92,36.82,190.42,173.21,44.93
637,Company_0637,Technology,242,13593512.63,525136.28,35824.96,931.01,54.82,64.72,88.55,314.7,35.07
638,Company_0638,Construction,158,3142409.47,119676,45193.73,842.33,54.46,29.55,52.49,186.23,35.14
639,Company_0639,Retail,266,8613287.72,93697.8,33212.34,570.64,31.54,25.49,86.36,150.77,34.45
640,Company_0640,Construction,96,15766306.43,677469.66,2740.31,419.17,69.87,31.39,725.47,652.38,25.39
641,Company_0641,Healthcare,179,19341048.61,699648.96,9765.99,189.16,73.5,60.41,872.26,724.52,32.21
642,Company_0642,Manufacturing,207,2510229.56,153953.57,24117.43,693.35,83.85,96.58,603.88,495.08,48.04
643,Company_0643,Technology,358,13541302.23,558428.82,20052.36,306.14,20.63,1.39,116.35,255.02,33.56
644,Company_0644,Manufacturing,112,9726120.44,133220.27,12468.12,842.88,82.95,53.86,90.66,198.74,47.52
645,Company_0645,Hospitality,16,2505884.63,723883.96,37069.67,448.04,51.23,1.96,452.27,514.69,19.81
646,Company_0646,Hospitality,31,6810231.11,100077.55,42457.66,434.63,45.33,49.57,580.77,424.05,39.6
647,Company_0647,Manufacturing,254,8113671.37,420417.46,36368.4,935.6,86.93,86.76,235.75,385.68,43.3
648,Company_0648,Technology,288,1457509.27,716444.21,21148.3,475.97,52.06,93.9,350.03,446.57,38.72
649,Company_0649,Healthcare,376,4005585.69,288200.96,11989.1,223.6,87.27,33.92,604.09,451.19,44.82
650,Company_0650,Logistics,457,6009202.03,574880.45,48010.27,833.92,67.21,73.46,796.99,731.01,27.97
651,Company_0651,Agriculture,149,13875811.47,87229.68,24403.04,177.42,23.29,49.22,794.52,506.27,28.07
652,Company_0652,Agriculture,112,11225244.11,799423.75,18259.94,264.5,67.54,17.47,860.16,745.56,22.86
653,Company_0653,Technology,225,2456592.01,196818.4,28318.08,488.93,94.46,78.49,770.53,569.46,45.3
654,Company_0654,Logistics,441,13864684.53,422002.21,33639.55,707.87,88.76,43.78,459.85,470.76,34.67
655,Company_0655,Retail,405,12289336.37,630081.88,47395.48,824.49,13.57,10.54,631.78,642.84,7.16
656,Company_0656,Logistics,377,5984035.16,364383.97,25541.88,733.89,18.44,64.71,337.93,401.18,31.81
657,Company_0657,Construction,217,15430542.14,25138.31,41823.26,476.3,34.37,17.13,269.69,225.24,33.95
658,Company_0658,Agriculture,82,15113483.92,433127.21,39467.18,142.3,46.45,91.8,898.57,649.73,35.87
659,Company_0659,Technology,488,789305.95,133555.76,992.46,807.22,90.21,8.48,318.23,325.77,34.51
660,Company_0660,Manufacturing,206,15232009.22,534937.41,32252.55,903,14.91,63.16,714.8,684.86,11.03
661,Company_0661,Healthcare,219,8159655.8,551079.11,27903.72,307.8,73.13,90.92,12.86,186.06,63.59
662,Company_0662,Logistics,363,8197973.85,522225.89,44435.2,626.24,62.55,44.21,348.52,417.37,37.27
663,Company_0663,Agriculture,456,6170321.96,48836.73,17057.4,726.47,72.9,12.6,991.96,710.68,12.06
664,Company_0664,Healthcare,271,6946035.82,515834.69,1659.38,890.87,55.89,25.87,833.07,756.35,9.42
665,Company_0665,Retail,379,1386925.62,310923.52,31535.98,357.7,14.06,65.1,129.13,202.9,44.29
666,Company_0666,Construction,178,19662421.14,648202.3,49455.5,567.77,86.02,62.77,535.62,556.68,37.63
667,Company_0667,Healthcare,346,15738827.4,577586.49,33785.47,715.78,54.17,24.76,331.21,438.84,30.83
668,Company_0668,Technology,237,2140159.07,575079.53,41507.66,86.54,15.29,88.85,478.87,435.15,37.45
669,Company_0669,Hospitality,306,11267575.33,627483.28,43664.73,586.38,64.1,99.65,690.57,640.21,38.93
670,Company_0670,Hospitality,426,3424286.92,414512.99,24495.84,460.42,92.28,51.32,531.5,477.7,43.25
671,Company_0671,Manufacturing,387,3305426.02,456040.82,46124.02,123.17,82.45,11.03,372.74,350.34,43.99
672,Company_0672,Retail,195,6237506.93,312078.61,15052.07,32.84,22.14,78.38,424.65,319,42.9
673,Company_0673,Healthcare,115,3824927.23,596935.05,603.24,549.8,15.74,4.47,483.77,515.77,11.69
674,Company_0674,Technology,405,7670651.48,670878.79,41767.33,137.15,21.77,63.65,762.87,632.67,21.31
675,Company_0675,Technology,50,16036270.1,538311.8,20776.6,236.66,43.61,54.1,958.29,727.25,24.76
676,Company_0676,Retail,448,3479172.68,39347.19,31690.41,772.74,36.25,64.52,645.69,511.46,31.29
677,Company_0677,Manufacturing,495,11490838.79,167728.78,24053.87,897.38,20.22,93.62,183.84,286.46,41.11
678,Company_0678,Agriculture,429,14171230.51,712371.55,22489.36,807.89,61.58,40.18,49.76,311.89,32.97
679,Company_0679,Hospitality,97,8415741.18,690525.76,16210.43,260.89,19.74,9.93,172.32,312.28,25.6
680,Company_0680,Retail,83,6274525.52,337675.62,8874.96,616.4,37.65,2.72,63.21,207.01,30.1
681,Company_0681,Hospitality,462,6619512.26,312900.26,41473.2,125.36,27.22,75.21,588.1,440.03,40.8
682,Company_0682,Hospitality,491,2478611.16,67292.94,23508.76,410.04,51.15,40.75,237.57,203.15,43.35
683,Company_0683,Retail,131,15306970.28,528209.71,6715.78,570.4,47.91,84.63,502.93,503.71,33.01
684,Company_0684,Logistics,405,5054197.41,763037.85,48086.93,557.38,13.55,81.26,961.31,838.74,12.27
685,Company_0685,Logistics,5,1391465.61,739012.36,14028.5,254.63,67.8,99.92,843.23,724.63,40.93
686,Company_0686,Healthcare,28,3396042.84,436589.64,3961.79,94.27,69.37,83.05,726.45,539.18,49.6
687,Company_0687,Agriculture,317,10195440.94,645604.11,44254.61,945.68,63.99,97.96,709.22,723.32,29.23
688,Company_0688,Technology,179,4370353.09,768014.29,16758.63,914.45,21.37,92.23,610.74,695.53,12.68
689,Company_0689,Logistics,216,11204654.96,563262.16,24704.35,395.83,16.9,87.67,653.01,581.22,31.68
690,Company_0690,Construction,349,2643628.72,778190.44,19130.63,603.3,42.87,83.91,812.81,753.05,18.55
691,Company_0691,Technology,484,4021218.98,27303.38,37285.65,759.63,67.85,70.92,195.55,221.77,51.81
692,Company_0692,Agriculture,124,19606358.58,774491.27,2321.4,495.37,69.84,60.6,12.1,255.5,52
693,Company_0693,Retail,450,5691481.57,410254,8938.62,197.8,72.8,67.22,604.96,491.7,45.47
694,Company_0694,Retail,70,5340564.72,464524.57,11784.28,525.46,76.49,19.19,679.59,582.87,29.18
695,Company_0695,Healthcare,353,11290296.35,374062.38,46925.57,642.76,90.16,5.19,939.07,744.72,23.26
696,Company_0696,Healthcare,67,13667434.81,383937.65,18392.86,760.23,85.12,22.45,281.54,370.54,37.23
697,Company_0697,Manufacturing,205,4053241.16,83810.94,28805.07,30.25,72.68,97.81,426.7,280.02,60.85
698,Company_0698,Logistics,173,6353955.98,508275.86,5287.94,482.57,78.69,59.25,628.17,569.67,34.51
699,Company_0699,Retail,247,4919512.41,285825.53,3194.43,336.92,77.5,94.35,776.87,575.73,47.89
700,Company_0700,Construction,301,2671562.17,780129.95,45877.36,380.51,85.66,69.34,783.73,721.11,37.49
701,Company_0701,Manufacturing,159,12292625.07,356834.41,5540.47,60.51,14.44,84.99,404.67,328.74,42.53
702,Company_0702,Manufacturing,237,7801616.49,640228.45,44056.94,621.13,38.87,93.76,784.01,714.55,23.26
703,Company_0703,Agriculture,60,2233255.14,484236.58,3843.45,790.47,26.46,57.32,639.18,618.01,16.51
704,Company_0704,Construction,100,5014419.06,641679.96,3494.31,315.11,47.05,95.97,755.6,654.82,38.13
705,Company_0705,Logistics,80,9496570.45,490597,14907.67,970.42,54,65.77,148.88,352.79,40.08
706,Company_0706,Manufacturing,221,7007558.84,781678.4,32207.46,205.25,15.81,18.94,478.35,499.38,19.88
707,Company_0707,Technology,441,11652532.83,771190.61,30997.11,421.6,23.79,45.43,790.25,729.34,10.49
708,Company_0708,Manufacturing,332,4615896.76,199613.73,31384.04,242.82,72.44,95.26,334.86,272.44,57.56
709,Company_0709,Logistics,427,19799585.26,302997.37,4149.69,34.87,19.79,29.06,198.43,188.32,43.56
710,Company_0710,Manufacturing,20,4142632.83,241598.69,11337.78,265.69,24.81,84.75,249.73,246.17,44.28
711,Company_0711,Healthcare,471,2203566.3,668527.67,7293.55,656.59,85.23,33.84,214.19,385.01,39.31
712,Company_0712,Technology,343,3592924.17,431002.86,40051.63,625.09,46.87,71.09,122.9,257.6,41.55
713,Company_0713,Agriculture,103,10744583.28,561596.04,16238.6,432.39,64.07,92.1,764.27,652.07,39.97
714,Company_0714,Healthcare,409,3141625,212793.89,31658.23,283.67,20.75,50.83,586.16,437.67,32.2
715,Company_0715,Construction,409,13337343.53,70600.97,25676.38,752.55,64.83,50.92,501.09,421.9,34.11
716,Company_0716,Technology,274,13951291.54,578206.9,24992.21,271.99,44.08,92.12,586.06,536.25,36.43
717,Company_0717,Agriculture,236,17290731.62,328801.98,15646.95,889.27,58.57,93.55,377.24,430.92,37.03
718,Company_0718,Retail,156,9001205.25,294228.46,29406.13,467.93,62.8,42.61,470.21,417.69,40.53
719,Company_0719,Technology,144,7770944.35,160061.27,12072.62,647.13,40.52,8.24,843.39,632.86,13.48
720,Company_0720,Healthcare,479,4709283.53,112498.55,18331.73,548.3,38.37,67.51,253.77,247.73,46.54
721,Company_0721,Healthcare,102,14171724.23,798436.65,49921.05,753.62,72.88,91.24,13.49,314.76,54.53
722,Company_0722,Hospitality,489,8234017.98,472363.95,32937.77,474.64,53.57,76.12,153.53,273.45,46.28
723,Company_0723,Agriculture,247,4827719.16,477862.84,27854.46,471.39,79.22,34.07,90.45,227.53,48.64
724,Company_0724,Hospitality,112,8885879.86,685296.42,1990.15,143.26,84.27,30.56,739.12,626.29,35.66
725,Company_0725,Technology,178,4664714.68,352061.09,37755,764.03,68.69,29.96,589.02,544.68,21.7
726,Company_0726,Logistics,83,19549418.01,795520.75,28625.45,800.15,87.67,57.39,393.93,547.63,40.5
727,Company_0727,Retail,278,7851390.06,390326.57,16777.65,962.13,64.32,30.46,175.57,333.75,30.23
728,Company_0728,Construction,18,3896503.68,74203.01,48168.23,287.4,29.81,65.96,74.63,105.29,51.97
729,Company_0729,Logistics,172,17222205.48,340471.76,8273.26,115.19,55.6,47.83,73.42,127.35,59.32
730,Company_0730,Logistics,450,4272404.7,357116.53,35628.74,477.41,61.32,93.92,589.55,504.57,44.77
731,Company_0731,Healthcare,108,347377.51,131299.75,3666.52,402.24,78.64,52.59,910.75,622.03,33.65
732,Company_0732,Manufacturing,382,2003833,524113.33,45985.35,350.05,81.62,79.23,394.13,403.55,55.2
733,Company_0733,Hospitality,132,3755646.57,501834.48,21887.79,387.74,66.02,69.85,100.06,229.68,49.58
734,Company_0734,Logistics,145,17674605.48,439435.28,33499.52,71.41,71.76,90.22,909.19,657.86,44.82
735,Company_0735,Retail,193,1715366,102075.16,38443.68,329.38,48.33,25.28,508.53,370.8,30.21
736,Company_0736,Construction,200,7004422.76,331486.63,10122.98,42.59,31.3,70.91,140.8,160.33,53.1
737,Company_0737,Construction,39,1834462.87,532477.63,35822.29,440.54,50.02,27.91,165.56,281.77,39.56
738,Company_0738,Logistics,155,2658197.38,598328.26,8838.44,673.04,10.95,27.33,443.45,513.05,16.28
739,Company_0739,Agriculture,231,13995498.8,672470.89,40669.84,642.81,70.89,89.7,393.67,494.57,38.42
740,Company_0740,Manufacturing,29,15493711.97,618349.11,46476.62,377.77,30.28,9.14,424.57,446.21,20.74
741,Company_0741,Agriculture,353,13445199.22,192042.92,44173.16,797.94,80.59,16.79,171.21,262.11,36.5
742,Company_0742,Technology,170,11328671.52,167847.08,10752.41,543.99,89.81,12.08,217.71,247.05,42.45
743,Company_0743,Hospitality,339,6461556.38,323565.59,23209.41,70.69,79.28,64.99,372.14,313.43,53.45
744,Company_0744,Healthcare,397,12057608.11,786819.94,5539.77,538.5,94.2,85.05,175.6,363.66,56.64
745,Company_0745,Hospitality,352,18506157.35,621697,7080.11,179.45,74.75,68.76,978.13,755.89,28.08
746,Company_0746,Manufacturing,316,18259644.45,370151.02,25795.79,743.1,52.79,70.46,18.23,214.52,49.86
747,Company_0747,Retail,163,4880647.25,354228.34,12555.51,83.99,21.69,49.87,206,217.24,44.91
748,Company_0748,Agriculture,477,14561106.77,791070.07,22464.45,877.95,21.41,31.75,788.04,801.49,3.57
749,Company_0749,Hospitality,336,16291668.7,605429.71,11836,734.21,39.13,20.58,58.8,278.42,35.68
750,Company_0750,Agriculture,316,17479574.5,426748.1,9585.5,631.63,15.49,49.16,953.89,772.72,12.09
751,Company_0751,Agriculture,69,2016835.97,482251.91,41645.43,932.15,30.09,7.82,726.36,689.97,5.15
752,Company_0752,Agriculture,222,3693423,214196.16,14624.97,451.03,64.03,27.19,782.38,589.03,31.08
753,Company_0753,Hospitality,198,3521767.55,364273.34,25511.98,736.25,74.63,81.96,794.59,677.86,30.77
754,Company_0754,Retail,393,18147849.32,254180.61,27091.29,555.09,24.93,38.05,309.32,326.74,31.19
755,Company_0755,Construction,41,6798035.97,577593.43,10187.93,916.55,10.36,86.17,731.72,713.43,11.74
756,Company_0756,Hospitality,486,8014064.04,598911.31,19509.85,311.27,93.94,7.12,885.57,707.91,21.87
757,Company_0757,Logistics,104,15306426.94,766535.56,38677.88,752.82,39.63,70.91,636.8,679.27,16.29
758,Company_0758,Hospitality,479,8595998.69,212497.61,24147.42,921.86,40.72,70.66,33.11,197.96,39.37
